,fdc_id,data_type,description,food_category_id,publication_date,brand_owner,brand_name,subbrand_name,gtin_upc,ingredients,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,package_weight,modified_date,available_date,market_country,discontinued_date,preparation_state_code,trade_channel,short_description
6669,2028485,branded_food,"BERRIES 'N CHERRIES FRUIT SNACKS, BERRIES 'N CHERRIES",,2021-10-28,"The Promotion In Motion Companies, Inc.",WELCH'S,,34856940623,"FRUIT PUREE (PEAR, PEACH, STRAWBERRY, RASPBERRY, BLACKBERRY, BLUEBERRY AND CHERRY), SYRUP, SUGAR, MODIFIED CORN STARCH, GELATIN, CITRIC ACID, LACTIC ACID, NATURAL AND ARTIFICIAL FLAVORS, ASCORBIC ACID (VITAMIN C), ALPHA TOCOPHEROL ACETATE (VITAMIN E), VITAMIN A PALMITATE, SODIUM CITRATE, COCONUT OIL, CARNAUBA WAX, RED 40, AND BLUE 1.","Not a significant source of saturated fat, trans fat, cholesterol,dietary fiber, vitamin D, calcium, iron, and potassium.",25.5,g,,Candy,LI,2.25 LB/1 kg,2020-09-21,2021-10-28,United States,,,,
6670,2028845,branded_food,"MEDIUM CHEDDAR FARMSTYLE THICK CUT CHEDDAR CHEESE, MEDIUM CHEDDAR",,2021-10-28,Tillamook County Creamery Association,TILLAMOOK,,72830031110,"CULTURED MILK, SALT, ENZYMES, ANNATTO (COLOR).",,28.0,g,,Cheese,LI,8 OZ/227 g,2021-04-15,2021-10-28,United States,,,,
6675,2029890,branded_food,"DARK CHOCOLATE HAZELNUT WHOLE NUTRITION BARS, DARK CHOCOLATE HAZELNUT",,2021-10-28,Clif Bar and Company,LUNA,,722252310026,"INGREDIENTS: PROTEIN GRAIN BLEND (CRISPS [SOY PROTEIN ISOLATE, ORGANIC RICE FLOUR, ORGANIC ALKALIZED COCOA], ORGANIC ROLLED OATS, ORGANIC ROASTED SOYBEANS), ORGANIC TAPIOCA SYRUP, HAZELNUT BUTTER, ORGANIC CASHEWS, ORGANIC HIGH OLEIC SUNFLOWER OIL, ORGANIC DRIED CANE SYRUP, HAZELNUTS, ORGANIC COCOA, VEGETABLE GLYCERIN, CHICORY FIBER SYRUP, ORGANIC ALMOND BUTTER, ORGANIC UNSWEETENED CHOCOLATE, NATURAL FLAVORS, ORGANIC PALM KERNEL SOLIDS, SEA SALT, PALM KERNEL OIL++, ORGANIC COCOA BUTTER, ORGANIC SOY LECITHIN, ORGANIC VANILLA EXTRACT, MIXED TOCOPHEROLS (ANTIOXIDANT). VITAMINS & MINERALS: DICALCIUM PHOSPHATE, CALCIUM CARBONATE, ASCORBIC ACID (VIT. C), FERROUS FUMARATE (IRON), NIACINAMIDE (VIT. B3), DL-ALPHA TOCOPHERYL ACETATE (VIT. E), BETA CAROTENE (VIT. A), PYRIDOXINE HYDROCHLORIDE (VIT. B6), RIBOFLAVIN (VIT. B2), THIAMINE MONONITRATE (VIT. B1), ERGOCALCIFEROL (VIT. D2), FOLIC ACID, CYANOCOBALAMIN (VIT. B12).",,42.0,g,,"Snack, Energy & Granola Bars",LI,17.76 oz/504 g,2020-06-13,2021-10-28,United States,,,,
6676,2030047,branded_food,"VOSGES, BLACK SALT CARAMEL BAR",,2021-10-28,"Vosges, Ltd.",VOSGES,,810048010974,"DARK CHOCOLATE (COCOA MASS*, SUGAR*, COCOA BUTTER*, SOY LECITHIN-AN EMULSFIER, NATURAL VANILLA FLAVOR*), CARAMEL (CREAM, ORGANIC CANE SUGAR*, ORGANIC BROWN RICE SYRUP, NON-GMO SOY LECITHIN-AN EMULSIFIER), WATER, SEA SALT.",,43.0,g,,Chocolate,LI,3 oz/85 g,2017-06-25,2021-10-28,United States,,,,
6680,2030311,branded_food,"MRS. FIELDS FROZEN VANILLA DAIRY DESSERT BETWEEN TWO MRS. FIELDS CHOCOLATE CHIP COOKIES SANDWICHES, MRS. FIELDS",,2021-10-28,The Isaly Klondike Company,KLONDIKE,MRS. FIELDS,75856078626,"MRS. FIELDS CHOCOLATE CHIP COOKIE {BLEACHED WHEAT FLOUR, SUGAR, PALM OIL, CHOCOLATE CHIPS [SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, MILK FAT, SOY LECITHIN, VANILLIN (ARTIFICIAL FLAVOR), NATURAL FLAVORS], CORN SYRUP, BAKING SODA, SALT, MOLASSES, NATURAL AND ARTIFICIAL FLAVORS (MILK), SOY LECITHIN, BAKING POWDER (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORN STARCH, MONOCALCIUM PHOSPHATE)}, NONFAT MILK, CORN SYRUP, FRUCTOSE, COCONUT OIL, LESS THAN 2% OF: WHEY, MONO AND DIGLYCERIDES, LOCUST BEAN GUM, GUAR GUM, NATURAL AND ARTIFICIAL FLAVOR, CARAMEL COLOR.",,68.0,g,,Ice Cream & Frozen Yogurt,LI,16 fl oz/473 mL,2021-01-25,2021-10-28,United States,,,,
6684,2031935,branded_food,MARCELLED POTATO CHIPS,,2021-10-28,Ballreich Bros. Inc.,BALLREICH'S,,73364000030,"SELECT POTATOES, CONTAINS ONE OR MORE OF THE FOLLOWING OILS/SHORTENINGS: SOYBEAN, PARTIALLY HYDROGENATED VEGETABLE (SOYBEAN), SAFFLOWER, CORN, CANOLA, OR COTTONSEED, SALT ADDED.",,28.0,g,,"Chips, Pretzels & Snacks",LI,7 oz/198.4 g,2017-07-14,2021-10-28,United States,,,,
6691,2032790,branded_food,"WESTERN FAMILY, MARSHMALLOWS",,2021-10-28,"Western Family Foods, Inc.",WESTERN FAMILY,,15400023931,"CORN SYRUP, SUGAR, WATER, MODIFIED CORN STARCH, GELATIN, NATURAL AND ARTIFICIAL FLAVOR, TETRASODIUM PYROPHOSPHATE, COLOR (BLUE 1).",,30.0,g,,Candy,LI,16 oz/1 lbs/454 g,2017-12-14,2021-10-28,United States,,,,
6696,2034167,branded_food,SPANISH CHEESE PLATE,,2021-10-28,"Club Apparel, LLC",GARCIA BAQUERO,,812315013749,PASTEURIZED SHEEP. GOAT & COW MILK. LACTIC FERMENTS SALT. RENNET CASEIN. CALCIUM CHLORIDE. PRESERVING AGENT: EGG LYSOZYME.,,28.0,g,,Cheese,LI,5.29 oz,2020-04-04,2021-10-28,United States,,,,
6705,2035045,branded_food,"HODGSON MILL, WHOLESOME POTATO BREAD MIX",,2021-10-28,Hodgson Mill Inc,HODGSON MILL,,71518008093,"UNBLEACHED AND ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMINE, RIBOFLAVIN, FOLIC ACID), DEHYDRATED POTATOES, SUGAR, VITAL WHEAT GLUTEN, SOY FLOUR, SALT, NATURAL FLAVORS, VITAMIN C.",,33.0,g,,Breads & Buns,LI,16 oz/454 g,2018-05-15,2021-10-28,United States,,,,
6708,2036005,branded_food,AUTUMN WHEAT BREAD,,2021-10-28,"Flowers Foods, Inc.",BUTTERNUT,,72250011112,"UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, HONEY, SUGAR, WHEAT GLUTEN, WHOLE WHEAT FLOUR, RYE FLOUR, WHEAT BRAN, CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: YEAST, SOY FLOUR, SALT, SOYBEAN OIL, DOUGH CONDITIONERS (CONTAINS ONE OR MORE OF THE FOLLOWING: SODIUM STEAROYL LACTYLATE, CALCIUM STEAROYL LACTYLATE, MONOGLYCERIDES, MONO AND DIGLYCERIDES, DISTILLED MONOGLYCERIDES, CALCIUM PEROXIDE, CALCIUM IODATE, DATEM, ETHOXYLATED MONO- AND DIGLYCERIDES, ENZYMES, ASCORBIC ACID), CULTURED WHEAT FLOUR, VINEGAR, CALCIUM SULFATE, YEAST FOOD (AMMONIUM SULFATE), MONOCALCIUM PHOSPHATE, SOY LECITHIN, CALCIUM CARBONATE.",,26.0,g,,Breads & Buns,LI,20 oz/567 g,2017-07-14,2021-10-28,United States,,,,
6713,2036712,branded_food,"THE ORIGINAL BUTTER COOKIES, THE ORIGINAL BUTTER",,2021-10-28,Salerno Foods LLC,SALERNO,,14700011006,"ENRICHED FLOUR (BLEACHED AND UNBLEACHED WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, VEGETABLE OIL (PALM AND/OR SOYBEAN OIL),BUTTER, HIGH FRUCTOSE CORN SYRUP, LEAVENING (BAKING SODA, SODIUM ACID PYROPHOSPHATE, MONOCALCIUM PHOSPHATE, CALCIUM SULFATE, AMMONIUM BICARBONATE), SALT, CORN SYRUP, NATURAL AND ARTIFICIAL FLAVORS, SOY LECITHIN.",,31.0,g,,Cookies & Biscuits,LI,8 oz/226 g,2020-10-26,2021-10-28,United States,,,,
6715,2037082,branded_food,"FUN SWEETS, COTTON CANDY",,2021-10-28,Fun Sweets LLC,FUN SWEETS,,720464240148,"SUGARS, ARTIFICIAL FLAVORS, ARTIFICIAL COLORS (MAY CONTAIN ONE OR MORE OF THE FOLLOWING: RED #40, BLUE #1, YELLOW #5, YELLOW #6).",,28.0,g,,Candy,LI,1.5 oz/42.5 g,2017-07-14,2021-10-28,United States,,,,
6721,2038370,branded_food,"BLACK RASPBERRY DARK CHOCOLATE CHUNK ICE CREAM, BLACK RASPBERRY DARK CHOCOLATE CHUNK",,2021-10-28,The Kroger Co.,PRIVATE SELECTION,,11110529015,"ICE CREAM - MILK, CREAM, SUGAR, CORN SYRUP, RASPBERRY PUREE, RASPBERRY JUICE CONCENTRATE, WHEY PROTEIN CONCENTRATE, PROPYLENE GLYCOL MONOESTERS, GUAR GUM, CELLULOSE GEL, MONO- AND DIGLYCERIDES, LOCUST BEAN GUM, CELLULOSE GUM, RED 40, BLUE 1, NATURAL FLAVOR, CITRIC ACID, CARRAGEENAN. CHOCOLATE CHUNK - SUGAR, SOYBEAN OIL, COCONUT OIL, COCOA PROCESSED WITH ALKALI, COCOA, NATURAL FLAVOR, SOY LECITHIN.",,82.0,g,,Ice Cream & Frozen Yogurt,LI,16 fl oz/1 PT/473 mL,2021-04-23,2021-10-28,United States,,,,
6731,2040819,branded_food,"FERRERO COLLECTION, FINE ASSORTED CONFECTIONS",,2021-10-28,"Ferrero U.S.A., Incorporated",FERRERO COLLECTION,,9800200337,"SEMISWEET CHOCOLATE (SUGAR, COCOA MASS, COCOA BUTTER, LECITHIN AS EMULSIFIER (SOY), VANILLIN: AN ARTIFICIAL FLAVOR), SUGAR, VEGETABLE OILS (PALM AND SUNFLOWER), COCOA POWDER, HAZELNUTS, WHEY POWDER (MILK), WHEAT FLOUR, MILK CHOCOLATE (SUGAR, COCOA BUTTER, MILK POWDER, COCOA MASS, LECITHIN AS EMULSIFIER (SOY), VANILLIN: AN ARTIFICIAL FLAVOR), WHEAT STARCH, LECITHIN AS EMULSIFIER (SOY), COCOA BUTTER, WHEY PROTEINS (MILK), SKIM MILK POWDER, SODIUM BICARBONATE AND AMMONIUM BICARBONATE AS LEAVENING AGENTS, SALT, VANILLIN: AN ARTIFICIAL FLAVOR. MILK CHOCOLATE (SUGAR, COCOA BUTTER, COCOA MASS, SKIM MILK POWDER, BUTTEROIL, LECITHIN AS EMULSIFIER (SOY), VANILLIN: AN ARTIFICIAL FLAVOR), HAZELNUTS, SUGAR, PALM OIL, WHEAT FLOUR, WHEY (MILK), LOWFAT COCOA POWDER, LECITHIN AS EMULSIFIER (SOY), SODIUM BICARBONATE AS LEAVENING AGENT, SALT, VANILLIN: AN ARTIFICIAL FLAVOR. DRY COCONUT, VEGETABLE OILS (PALM AND SHEANUT), SUGAR, ALMONDS, SKIM MILK POWDER, WHEY POWDER (MILK), WHEAT FLOUR, TAPIOCA STARCH, LECITHIN AS EMULSIFIER (SOY), NATURAL AND ARTIFICIAL FLAVORS, SODIUM BICARBONATE AS LEAVENING AGENT, SALT.",,40.0,g,,Candy,LI,28.2 oz/792 g,2017-11-09,2021-10-28,United States,,,,
6736,2041287,branded_food,OATMEAL RAISIN COOKIES,,2021-10-28,Interbake Foods Inc.,HOMEKIST,,20200038535,"ENRICHED BLEACHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, VEGETABLE SHORTENING (CANOLA, PALM AND PALM KERNEL OILS), WHOLE GRAIN OATS, HIGH FRUCTOSE CORN SYRUP, RAISIN PASTE, RAISINS, CORN SYRUP, WHEY, BAKING SODA, SLAT, CINNAMON, SOY LECITHIN, EGGS, NATURAL AND ARTIFICIAL FLAVOR, CARAMEL COLOR, SUNFLOWER OIL.",,25.0,g,,Cookies & Biscuits,LI,8.9 oz/252 g,2017-07-14,2021-10-28,United States,,,,
6737,2041882,branded_food,SUNFLOWER KERNELS,,2021-10-28,Nash Finch Company,OUR FAMILY,,70253272240,"SUNFLOWER KERNELS (SUNFLOWER KERNELS, PEANUT AND/OR SUNFLOWER OIL, SALT).",,28.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,7 oz,2020-07-28,2021-10-28,United States,,,,
6738,2041947,branded_food,"TOOTSIE ROLL, MIDGEES CANDY",,2021-10-28,Tootsie Roll Industries Inc.,TOOTSIE ROLL,,71720052174,"SUGAR, CORN SYRUP, PARTIALLY HYDROGENATED SOYBEAN OIL, CONDENSED SKIM MILK, COCOA, WHEY, SOY LECITHIN, ARTIFICIAL AND NATURAL FLAVORS.",,40.0,g,,Candy,LI,9.9 oz/280 g,2018-01-08,2021-10-28,United States,,,,
6739,2041958,branded_food,"NATURE'S HARVEST, CASHEWS, ROASTED & UNSALTED, ROASTED & UNSALTED",,2021-10-28,"Bay Valley Foods, LLC",NATURE'S HARVEST,,71725750174,"CASHEWS, VEGETABLE OIL (PEANUT, COTTONSEED, CANOLA AND/OR SOYBEAN OIL).",,28.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,8 oz/227 g,2020-12-10,2021-10-28,United States,,,,
6740,2042236,branded_food,"HAMPTON FARMS, ROASTED PEANUTS",,2021-10-28,Northampton Peanut Co.,HAMPTON FARMS,,81864160802,"PEANUTS, SALT.",,28.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,12 oz/340 g,2017-07-14,2021-10-28,United States,,,,
6741,2042296,branded_food,"SNAK CLUB, PRALINE PECANS",,2021-10-28,"Snack World, LLC",SNAK CLUB,,87076217204,"PRODUCT CONTAINS: PECANS, EVAPORATED CANE JUICE, WATER, SEA SALT.",,40.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,2.25 oz/64 g,2017-07-14,2021-10-28,United States,,,,
6742,2042306,branded_food,"GARDNERS CANDIES, SOLID CHOCOLATE NUT EGG",,2021-10-28,Gardners Candies Inc.,GARDNERS CANDIES,,88671621908,"MILK CHOCOLATE (SUGAR, MILK, COCOA BUTTER, CHOCOLATE LIQUOR, SOY LECITHIN - AN EMULSIFIER, VANILLIN - AN ARTIFICIAL FLAVOR), ALMONDS, BRAZILS, CASHEWS, PECANS, WALNUTS AND SALT. DECORATIVE FLOWER: SUGAR, DEXTROSE, EGG ALBUMEN, GELATINIZED WHEAT STARCH, XANTHAN GUM, CREAM OF TARTAR, WATER, HIGH FRUCTOSE CORN SYRUP, GLYCERINE, FD&C RED #3, BLUE #1 AND YELLOW #5, MODIFIED FOOD STARCH, SODIUM BENZOATE AND POTASSIUM SORBATE (AS PRESERVATIVES), VEGETABLE GUMS AND CITRIC ACID.",,40.0,g,,Candy,LI,1 lbs/16 oz,2017-12-20,2021-10-28,United States,,,,
6744,2042413,branded_food,"NUTRISYSTEM, CHOCOLATE CHIP COOKIES SNACK",,2021-10-28,"Nutrisystem, Inc.",NUTRISYSTEM,,632674441355,"VITAL WHEAT GLUTEN, OATS BUTTER, SUGAR FREE CHOCOLATE CHIPS (MALTITOL, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN, VANILLA), BROWN SUGAR, SUGAR, RESISTANT MALTODEXTRIN, EGGS, VANILLA, BICARBONATE OF SODA.",,36.0,g,,Cookies & Biscuits,LI,1.3 oz/36 g,2017-07-14,2021-10-28,United States,,,,
6745,2042444,branded_food,"JUICE, TANGERINE",,2021-10-28,Blue Lake Citrus Products LLC,NOBLE,,639001461079,100% FLORIDA TANGERINE JUICE NOT FROM CONCENTRATE.,,240.0,ml,,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",LI,58 fl oz/1.71 L,2020-04-26,2021-10-28,United States,,,,
6746,2042535,branded_food,"BUBBA'S FINE FOODS, RIGHTEOUS RANCH SNACK MIX",,2021-10-28,Say I Can,BUBBA'S FINE FOODS,,680474067602,"BANANA CHIPS (BANANAS, COCONUT OIL), CASHEWS, PECANS, ORGANIC APPLE CIDER VINEGAR, SEA SALT, PARSLEY, CHIVES, BLACK PEPPER, ONION, GARLIC, MUSTARD, CILANTRO, BASIL, DILL",,28.0,g,,Other Snacks,LI,7 oz/198 g,2017-07-14,2021-10-28,United States,,,,
6747,2043051,branded_food,"GALERIE, LOLLIPOP BOUQUET, FRUIT PUNCH",,2021-10-28,Ross Acquisition Inc.,GALERIE,,768395499846,"SUGAR, CORN SYRUP, WATER, GELATIN, CORNSTARCH, TITANIUM DIOXIDE (FOR COLOR), CITRIC ACID, LACTIC ACID, ARTIFICIAL FLAVOR, RED 3, RED 40, BLUE 1, YELLOW 5, YELLOW 6.",,16.0,g,,Candy,LI,,2017-07-14,2021-10-28,United States,,,,
6748,2043318,branded_food,"TROLLI, GUMMIES",,2021-10-28,Ferrara Candy Company,TROLLI,,41420114571,"SOUR BRITE CRAWLERS: CORN SYRUP, SUGAR, GELATIN, FUMARIC ACID, LACTIC ACID, CITRIC ACID, SODIUM LACTATE, CALCIUM LACTATE, TITANIUM DIOXIDE (COLOR), NATURAL AND ARTIFICIAL FLAVORS, YELLOW 5, RED 40, YELLOW 6, BLUE 1.EVIL TWINS: CORN SYRUP, SUGAR, GELATIN, CITRIC ACID, MALIC ACID, SODIUM CITRATE, LACTIC ACID, NATURAL AND ARTIFICIAL FLAVORS, COCONUT OIL, SODIUM LACTATE, TITANIUM DIOXIDE (COLOR), CARNAUBA WAX, YELLOW 5, RED 40, BLUE 1, YELLOW 6., SOUR BRITE EGGS: SUGAR, CORN SYRUP, GELATIN, CITRIC ACID, LACTIC ACID, FUMARIC ACID, MALTODEXTRIN, CONFECTIONER'S GLAZE, ACACIA (GUM ARABIC), NATURAL AND ARTIFICIAL FLAVORS, CALCIUM LACTATE, SODIUM LACTATE, TITANIUM DIOXIDE (COLOR), CARNAUBA WAX, BEESWAX, RED 40, YELLOW 5, YELLOW 6, BLUE 1, SODIUM CITRATE.",,17.0,g,,Candy,LI,26.25 oz/744 g,2017-11-01,2021-10-28,United States,,,,
6749,2043468,branded_food,"DIERBERGS, RAW ENERGY MIX",,2021-10-28,"RB. Confections, Lc.",DIERBERGS,,829364002303,"RAISINS (SUNFLOWER OIL), APRICOTS (SULFUR DIOXIDE), CASHEWS, DATE PIECES (RICE AND/OR OAT FLOUR), PINEAPPLE (SUGAR, SULFUR DIOXIDE, CITRIC ACID), PAPAYA (SUGAR, CITRIC ACID SULFUR DIOXIDE, FD &C YELLOW 5, FD&C YELLOW 6 CALCIUM CHLORIDE), BRAZIL NUTS (CANOLA OIL), BANANA CHIPS (COCONUT OIL, SUGAR, BANANA FLAVOR), PUMPKON SEEDS, PECAN, FILBERTS, WALNUTS.",,30.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,7 oz,2018-09-07,2021-10-28,United States,,,,
6750,2043496,branded_food,"PRETZEL PIECES PREMIUM SNACKS, HONEY MUSTARD & ONION",,2021-10-28,Cumberland Farms Dairy Inc,CUMBERLAND FARMS,,42704003505,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), PALM OIL, SUGAR, MALTODEXTRIN, MUSTARD POWDER (MUSTARD [DISTILLED VINEGAR, MUSTARD SEED, SALT, TURMERIC], MALTODEXTRIN, MODIFIED CORN STARCH, NATURAL FLAVOR), LESS THAN 2% OF: SALT, VINEGAR (MALTODEXTRIN, MODIFIED CORN STARCH, VINEGAR), CORN STARCH, HONEY POWDER (REFINERY SYRUP, HONEY), YEAST EXTRACT, ONION POWDER, LEAVENING (CONTAINS ONE OR MORE OF: YEAST, SODIUM BICARBONATE, AMMONIUM BICARBONATE), MALIC ACID, NATURAL AND ARTIFICIAL FLAVOR, OLEORESIN OF TURMERIC.",,28.0,g,,"Chips, Pretzels & Snacks",LI,3 oz/85 g,2020-12-11,2021-10-28,United States,,,,
6751,2043610,branded_food,"MARKET BASKET, BRAZIL NUTS RAW",,2021-10-28,Market Basket Inc.,MARKET BASKET,,49705408995,RAW BRAZIL NUTS,,30.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,11 oz/312 g,2017-07-14,2021-10-28,United States,,,,
6753,2044041,branded_food,"FUDGE GRAHAM COOKIES, FUDGE GRAHAM",,2021-10-28,"Hy-Vee, Inc.",HY-VEE,,75450077056,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, VEGETABLE OIL SHORTENING (PALM AND PALM KERNEL OILS), WHEAT FLOUR, HIGH FRUCTOSE CORN SYRUP, MOLASSES, COCOA (PROCESSED WITH ALKALI), SALT, SOY FLOUR, LEAVENING (BAKING SODA, SODIUM ACID PYROPHOSPHATE), SOY LECITHIN, ARITFICIAL FLAVOR.",,23.0,g,,Cookies & Biscuits,LI,13 oz,2020-04-20,2021-10-28,United States,,,,
6756,2044205,branded_food,"VALENCIA ORANGE COLD PRESSED ORGANIC ORANGE JUICE, VALENCIA ORANGE",,2021-10-28,Naked Juice,NAKED,,82592010292,ORGANIC ORANGE JUICE.,"NOT A SIGNIFICANT SOURCE OF SATURATED FAT, TRANS FAT, CHOLESTEROL, DIETARY FIBER, VITAMIN A AND IRON.",240.0,ml,,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",LI,32 fl oz/1 Quart/946 mL,2020-12-01,2021-10-28,United States,,,,
6757,2044344,branded_food,CINNAMON BEARS,,2021-10-28,"D.S.D. Merchandisers, Inc.",DSD MERCHANDISERS,,651433668116,"SUGAR, CORN SYRUP, CORN STARCH-MODIFIED, MINERAL OIL CARNAUBA WAX, ARTIFICIAL FLAVORS, ARTIFICIAL COLOR, FD&C RED 40.",,36.0,g,,Candy,LI,12 oz/340 g,2017-09-20,2021-10-28,United States,,,,
6759,2044609,branded_food,"GALERIE, MILK CHOCOLATE",,2021-10-28,Ross Acquisition Inc.,GALERIE,,768395487201,"SUGAR, COCOA BUTTER, NONFAT DRY MILK, CHOCOLATE LIQUOR, MILKFAT, SOY LECITHIN, PGPR, ARTIFICIAL FLAVOR.",,42.0,g,,Candy,LI,,2017-12-21,2021-10-28,United States,,,,
6760,2044804,branded_food,RAW ALMONDS,,2021-10-28,Terrafina LLC,PEDDLER'S PANTRY,,847938070022,CALIFORNIA ALMONDS.,,28.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,8 oz/227 g,2017-07-14,2021-10-28,United States,,,,
6761,2044988,branded_food,ITALIAN COOKIE ASSORTMENT,,2021-10-28,Caldo International Inc.,AMELLO'S,,13964063486,"WHEAT FLOUR (BLEACHED WHEAT FLOUR ENRICHED (NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), MALTED BARLEY FLOUR, POTASSIUM BROMATE), SUGAR, SHORTENING (PALM OIL, MODIFIED PALM OIL), WHOLE EGGS, CHOCOLATE (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, DEXTROSE, SOY LECITHIN, VANILLIN), RASPBERRY AND APRICOT JAM (RASPBERRIES, APRICOTS, FRUCTOSE, GLUCOSE, APPLE PUREE, WATER, PECTIN, CITRIC ACID, GELLAN GUM, SODIUM CITRATE, CALCIUM CITRATE, SODIUM BENZOATE, COLORS (FD&C RED #40, RED #3, BLUE #1, BLUE #2, YELLOW #5, YELLOW #6), SALT, BAKING POWDER, CREAM CHEESE, CORN SYRUP, AMMONIUM BICARBONATE, SESAME SEEDS, NATURAL AND ARTIFICIAL COLORS AND FLAVORS.",,62.0,g,,Cookies & Biscuits,LI,16 oz/453.59 g,2018-06-23,2021-10-28,United States,,,,
6762,2045216,branded_food,RAZZMATAZZ CANDY CANES,,2021-10-28,Family Dollar Stores Inc.,MIDWOOD BRANDS,,32251172564,"SUGAR, GLUCOSE SYRUP, WATER, ARTIFICIAL FLAVORS, ARTIFICIAL COLORS (RED 40, BLUE 1), TITANIUM DIOXIDE (FOR COLOR).",,10.0,g,,Candy,LI,4.23 oz/120 g,2018-01-12,2021-10-28,United States,,,,
6763,2045236,branded_food,"GREEN APPLE SOFT & CHEWY MOUTH-PUCKERING CANDY, GREEN APPLE",,2021-10-28,"The Promotion In Motion Companies, Inc.",SOUR JACKS,,34856806288,"SUGAR, CORN SYRUP, MODIFIED CORN STARCH, GELATIN, CITRIC ACID, FUMARIC ACID, MALIC ACID, NATURAL AND ARTIFICIAL FLAVORS, SODIUM CITRATE, YELLOW 5, BLUE 1, AND TITANIUM DIOXIDE.","NOT A SIGNIFICANT SOURCE OF VITAMIN A, VITAMIN C, CALCIUM AND IRON.",40.0,g,,Candy,LI,8.5 oz/241 g,2020-04-08,2021-10-28,United States,,,,
6764,2045270,branded_food,ROOTBEER BARRELS CANDY,,2021-10-28,Food Town Stores Inc.,FOOD LION,,35826096401,"CORN SYRUP, SUGAR, ARTIFICIAL FLAVOR, ARTIFICIAL COLORS (FD&C YELLOW #6, YELLOW #5, RED #3, AND BLUE #1).",,18.0,g,,Candy,LI,5.75 oz/163 g,2017-07-14,2021-10-28,United States,,,,
6766,2046189,branded_food,"CHILI LIMON FLAVORED PISTACHIOS, CHILI LIMON",,2021-10-28,"Meijer, Inc.",MEIJER,,708820443716,"PISTACHIOS, SEA SALT, SPICES, CITRIC ACID, NATURAL FLAVORS, YEAST EXTRACT, TAPIOCA DEXTRIN, NATURAL SMOKE FLAVOR.",,30.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,12 oz/340 g,2021-02-04,2021-10-28,United States,,,,
6767,2046273,branded_food,"MOONDANCE, HOLIDAY ICED COOKIE",,2021-10-28,Active Enterprises Limited,MOONDANCE,,730669649844,"COOKIE: RICE FLOUR, UNSALTED BUTTER, SUGAR, INVERT SUGAR, EGGS, VANILLA, TAPIOCA STARCH, POTATO STARCH, BAKING POWDER (CORNSTARCH, BICARBONATE OF SODA, MONOCALCIUM PHOSPHATE), KOSHER SALT, PURE ALMOND EXTRACT, XANTHAN GUM ICING: MAY CONTAIN ONE OR MORE OF THE FOLLOWING: NATURAL GREEN FOOD COLORING (ALFALFA), NATURAL RED FOODCOLORING (NATURAL PLANT EXTRACTIVE), PURE ALMOND EXTRACT, WATER.",,29.0,g,,Cookies & Biscuits,LI,8 oz/227 g,2017-07-14,2021-10-28,United States,,,,
6768,2046289,branded_food,"GOOD FOODS GROUP, GREEN WITH ENVY, 100% FRUIT & VEGETABLE JUICE",,2021-10-28,"Good Foods Group, LLC",GOOD FOODS GROUP,,736798902645,"CUCUMBER JUICE, CELERY JUICE, ROMAINE JUICE, KALE JUICE SPINACH JUICE, GINGER JUICE LEMON JUICE, PARSLEY JUICE.",,473.0,ml,,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",LI,16 fl oz/473 mL,2017-07-14,2021-10-28,United States,,,,
