fdc_id,brand_owner,brand_name,subbrand_name,gtin_upc,ingredients,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,package_weight,modified_date,available_date,market_country,discontinued_date,preparation_state_code,trade_channel,short_description
1106109,"Dole Packaged Foods, LLC",,,75700045002,DATES.,,40.0,g,,Wholesome Snacks,LI,,2020-09-18,2020-11-13,United States,,,,
1106320,"Baker Cheese Factory, Inc.",,,76360003005,"PASTEURIZED PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES.",,28.0,g,,Cheese,LI,,2020-04-15,2020-11-13,United States,,,,
1106377,"Topco Associates, Inc.",,,36800314580,PEANUT OIL.,,14.0,g,,Vegetable & Cooking Oils,LI,,2020-04-08,2020-11-13,United States,,,,
1106493,Pastificio Lucio Garofalo Spa,,,85164000165,DURUM WHEAT SEMOLINA.,,56.0,g,,Pasta by Shape & Type,LI,,2020-04-08,2020-11-13,United States,,,,
1106757,Pinnacle Foods Group LLC,,,698997809968,"WATER, BROWN RICE FLOUR, TAPIOCA STARCH, RESISTENT CORN STARCH, EGG WHITES, CANOLA OIL, FLAXSEED MEAL, CHIA SEEDS, INVERT CANE SUGAR, FLAX SEED, YEAST, CANE SUGAR, INULIN, CITRUS FIBER, SORGHUM GRAIN, APPLE CIDER VINEGAR, MILLET, MOLASSES, SALT, GUM (XANTHAN GUM, SODIUM ALGINATE, GUAR GUM), CULTURED BROWN RICE, BROWN RICE, MODIFIED CELLULOSE, ENZYMES.",,58.0,g,,Breads & Buns,LI,,2020-08-31,2020-11-13,United States,,,,
1106766,"Wellshire Farms, Inc.",,,616973783002,"TURKEY, WATER, SEA SALT, SPICES, PAPRIKA, DRIED GARLIC, STUFFED IN A COLLAGEN CASING.",,56.0,g,,"Sausages, Hotdogs & Brats",LI,,2020-04-07,2020-11-13,United States,,,,
1107688,Mahco Inc,,,877448000257,"WATER, POTATO FLAKES (POTATOES, MONO AND DIGLYCERIDES OF FATTY ACIDS, DIPHOSPHATE, CITRIC ACID, ASCORBYL PALMITATE AND ASCORBIC ACID), WHEAT FLOUR, CORNSTARCH, SEMOLINA, 2% OR LESS OF SALT, NONFAT DRY MILK, CITRIC ACID, SORBIC ACID. ",,162.0,g,,Pasta by Shape & Type,LI,,2020-04-29,2020-11-13,United States,,,,
1108224,Maple Grove Farms Of Vermont Inc.,,,74683008318,"WHEAT GLUTEN, CORNSTARCH, WHOLE WHEAT FLOUR, MILK PROTEIN CONCENTRATE, LEAVENING (SODIUM BICARBONATE, MONOCALCIUM PHOSPHATE), SALT, NATURAL FLAVOR.",,24.0,g,,"Cake, Cookie & Cupcake Mixes",LI,,2020-04-08,2020-11-13,United States,,,,
1108404,"Schnuck Markets, Inc.",,,41318010237,"PINEAPPLE, WATER, SUGAR, CITRIC ACID PRESERVATIVE.",,150.0,g,,Canned Fruit,LI,,2020-04-08,2020-11-13,United States,,,,
1108446,"Greenleaf Foods, SPC",,,638031705719,"FILTERED WATER, COCONUT OIL, MODIFIED CORN AND POTATO STARCH, POTATO STARCH, FERMENTED CHAO TOFU (SOYBEANS, WATER, SALT, SESAME OIL, CALCIUM SULFATE), SEA SALT, BLACK CRACKED PEPPER, OREGANO, NATURAL FLAVOR AND OLIVE EXTRACT (ANTIOXIDANT USED AS A PRESERVATIVE).",,20.0,g,,Cheese,LI,,2020-04-26,2020-11-13,United States,,,,
1108715,"Cornfields, Inc.",,,732494000524,"CARAMEL CORN [BROWN SUGAR, CANE SUGAR, POPCORN, SALTED BUTTER (PASTEURIZED SWEET CREAM, SALT), BROWN RICE SYRUP, SUNFLOWER AND/OR SAFFLOWER OIL, SEA SALT, SOY LECITHIN, BAKING SODA]. CHEESE CORN [POPCORN, SUNFLOWER AND/OR SAFFLOWER OIL, CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES), SALT, CREAM, SODIUM PHOSPHATE, ANNATTO (COLOR), LACTIC ACID].",,28.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2020-04-26,2020-11-13,United States,,,,
1108795,Stonyfield Farm Inc,,,88194340027,"CULTURED PASTEURIZED WHOLE MILK, CANE SUGAR, MAPLE SYRUP, PECTIN, NATURAL VANILLA FLAVOR, NATURAL FLAVOR. 5 LIVE ACTIVE CULTURES: S. THERMOPHILUS, L. BULGARICUS, L. ACIDOPHILUS, BIFIDUS AND L. PARACASEI.",,150.0,g,,Yogurt,LI,,2020-04-08,2020-11-13,United States,,,,
1109053,"Safeway, Inc.",,,21130336715,"ROMAINE LETTUCE, SALSA RANCH DRESSING (VEGETABLE OIL [SOYBEAN OIL AND/OR CANOLA OIL], SALSA [TOMATOES, ONIONS, CHILIES, GARLIC, SALT, CILANTRO, CITRIC ACID, XANTHAN GUM], BUTTERMILK [CULTURED SKIM MILK, BUTTERFAT, SALT], SUGAR, WHITE WINE VINEGAR, NATURAL AND ARTIFICIAL FLAVORS, WATER, EGG YOLKS, SALT, JALAPENO PEPPERS, DEHYDRATED GARLIC, PHOSPHORIC ACID, XANTHAN GUM, SPICES, POLYSORBATE 60, SODIUM BENZOATE AND POTASSIUM SORBATE [AS PRESERVATIVES], DEHYDRATED PARSLEY, CITRIC ACID, CALCIUM DISODIUM EDTA [TO PROTECT FLAVOR]), CHILI LIME CHICKEN BREAST WITH RIB MEAT (CHICKEN BREAST WITH RIB MEAT, WATER, SEASONING [HYDROLYZED SOY PROTEIN, SUGAR, SALT, CARAMELIZED SUGAR, GARLIC POWDER, SPICES, CHILI PEPPER, PAPRIKA {COLOR}, LESS THAN 2% OF: CARRAGEENAN, DEHYDRATED SOY SAUCE {WHEAT, SOYBEANS, SALT}, CORN SYRUP SOLIDS, MALTODEXTRIN, NATURAL FLAVORS, LIME JUICE CONCENTRATE, EXTRACTIVE OF PAPRIKA {COLOR}], SODIUM LACTATE, POTASSIUM LACTATE, SODIUM PHOSPHATE, SODIUM DIACETATE), ROASTED CORN, FOUR CHEESE BLEND (MONTEREY JACK AND QUESO QUESADILLA CHEESE [PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES], ASADERO AND CHEDDAR CHEESE [PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO {VEGETABLE COLOR}], POTATO STARCH AND POWDERED CELLULOSE [TO PREVENT CAKING], NATAMYCIN [MOLD INHIBITOR]), SEASONED TORTILLA CHIPS (STONE GROUND CORN MASA FLOUR, SUNFLOWER AND/OR SAFFLOWER OIL, NACHO SEASONING [WHEY, SALT, LACTOSE, TOMATO POWDER, BUTTERMILK, CULTURED NONFAT MILK, WHEY PROTEIN CONCENTRATE, MALTODEXTRIN, ONION POWDER, ENZYME MODIFIED ROMANO CHEESE {PASTEURIZED COW'S MILK, CULTURES, SALT, ENZYMES}, NATURAL FLAVORS, CITRIC ACID, LACTIC ACID, GARLIC POWDER, CHILI PEPPER, EXTRACTIVE OF PAPRIKA {COLOR}], CHILI LIME SEASONING [WHEY, SOUR CREAM POWDER {CULTURED CREAM, NONFAT MILK}, SALT, SPICES, PAPRIKA {COLOR}, CITRIC ACID, NATURAL LIME FLAVOR, EXTRACTIVE OF PAPRIKA {COLOR}, SPICE EXTRACTIVE]).",,177.0,g,,Pre-Packaged Fruit & Vegetables,LI,,2020-04-08,2020-11-13,United States,,,,
1109080,Lipton,,,41000487309,"CHOCOLATE CHIP COOKIES {BLEACHED WHEAT FLOUR, SUGAR, PALM OIL, CHOCOLATE CHIPS [SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, DEXTROSE, SOY LECITHIN, SALT, VANILLA EXTRACT], CORN SYRUP, BAKING SODA, SALT, MOLASSES, NATURAL AND ARTIFICIAL FLAVOR, SOY LECITHIN, BAKING POWDER (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORNSTARCH, MONOCALCIUM PHOSPHATE)}, NONFAT MILK, CHOCOLATE CHIPS (SUGAR, CHOCOLATELIQUOR, COCOA BUTTER, DEXTROSE, SOY LECITHIN), CORN SYRUP, FRUCTOSE, LESS THAN 2% OF: COCONUT OIL, WHEY, MONO AND DIGLYCERIDES, LOCUST BEAN GUM, GUAR GUM, NATURAL AND ARTIFICIAL FLAVOR, CARAMEL COLOR.",,74.0,g,,Ice Cream & Frozen Yogurt,LI,,2020-04-08,2020-11-13,United States,,,,
1109145,Good Humor-Breyers Ice Cream,,,77567556189,"MILK, SUGAR, CHOCOLATEY CRUNCHIES {SUGAR, CHOCOLATE COOKIE PIECES [ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, VEGETABLE OIL (PALM OIL, SOYBEAN OIL), DUTCHED COCOA (PROCESSED WITH ALKALI), DRIED CANE SYRUP, VANILLA, CORNSTARCH, SODIUM BICARBONATE, SALT, SOY LECITHIN], COCONUT OIL, DUTCHED COCOA (PROCESSED WITH ALKALI), COCOA, SOY LECITHIN, NATURAL FLAVORS, MILK}, CORN SYRUP, CREAM, WHEY, LESS THAN 2% OF: COCOA PROCESSED WITH ALKALI, VEGETABLE GUMS (CAROB BEAN, GUAR, TARA), MONO AND DIGLYCERIDES, VANILLA BEANS, NATURAL FLAVOR, VANILLA EXTRACT, VITAMIN A PALMITATE.",,94.0,g,,Ice Cream & Frozen Yogurt,LI,,2020-04-08,2020-11-13,United States,,,,
1109313,"DiBella, Inc.",,,852358003246,"UNBLEACHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, UNSALTED BUTTER (CREAM), EGGS, ALMONDS, CONTAINS LESS THAN 2% REDUCED SODIUM BAKING POWDER (CALCIUM ACID PYROPHOSPHATE, CORN STARCH, SODIUM BICARBONATE, POTASSIUM BICARBONATE, MONOCALCIUM PHOISPHATE), ORANGE PEEL, SALT, NATURAL FLAVORS. ",,31.0,g,,Crackers & Biscotti,LI,,2020-04-26,2020-11-13,United States,,,,
1109799,"Wells Enterprises, Inc.",,,70640009756,"WATER, SUGAR, CORN SYRUP, HIGH FRUCTOSE CORN SYRUP, CANDY SEEDS {SUGAR, RICE FLOUR, HYDROGENATED COTTONSEED OIL, VEGETABLE OIL (PALM, PALM KERNEL), ARTIFICIAL FLAVOR, CONFECTIONER'S GLAZE, XANTHAN GUM, GUM ARABIC, RED 40, BLUE 1, YELLOW 5, SOY LECITHIN, CARNAUBA WAX), CONTAINS 1% OR LESS OF CITRIC ACID, CONCENTRATED PEAR JUICE, NATURAL AND ARTIFICIAL FLAVORS, STRAWBERRY PUREE, CONCENTRATED STRAWBERRY JUICE, SODIUM CITRATE, CITRIC ACID, POLYSORBATE 80, GUAR GUM, CELLULOSE GUM, XANTHAN GUM, RED 40, BLUE 1, TURMERIC FOR COLOR.",,140.0,g,,Ice Cream & Frozen Yogurt,LI,,2020-04-29,2020-11-13,United States,,,,
1109835,"The Promotion In Motion Companies, Inc.",,,34856881216,"ORGANIC CANE SUGAR, ORGANIC TAPIOCA SYRUP, ORGANIC JUICES AND PUREES BLEND (GRAPE, PEAR, PINEAPPLE, APPLE, ORANGE, STRAWBERRY AND RASPBERRY), WATER, GELATIN, ORGANIC TAPIOCA STARCH, ORGANIC CORN STARCH, ORGANIC AGAR, CITRIC ACID, ASCORBIC ACID, LACTIC ACID, ALPHA TOCOPHEROL ACETATE (VITAMIN E), VITAMIN A PALMITATE, NATURAL FLAVORS, COLORS (TURMERIC, VEGETABLE JUICE), ORGANIC CARNAUBA WAX, AND ORGANIC SUNFLOWER OIL.",,22.700000762939453,g,,Wholesome Snacks,LI,,2020-04-08,2020-11-13,United States,,,,
1109864,"Bimbo Bakeries USA, Inc.",,,73410013656,"WHOLE WHEAT FLOUR, WATER, WHOLE GRAINS (WHEAT, RYE, CORN, OATS, MILLET, TRITICALE, BROWN RICE, BARLEY), WHEAT GLUTEN, SUGAR, SUNFLOWER SEEDS, YEAST, ALMONDS (NUTS), SOYBEAN OIL, MOLASSES, FLAXSEED, SALT, CULTURED WHEAT FLOUR, SOY LECITHIN, GRAIN VINEGAR, CITRIC ACID, NUTS [WALNUTS, HAZELNUTS (FILBERTS)].",,43.0,g,,Breads & Buns,LI,,2020-09-28,2020-11-13,United States,,,,
1110045,"Greenleaf Foods, SPC",,,43454100629,"WATER, TEXTURED SOY PROTEIN CONCENTRATE, SOYBEAN OIL, TAPIOCA STARCH (MODIFIED), DRIED VEGETABLES (ONIONS, TOMATO, RED AND GREEN PEPPERS), EGG WHITES, WHEAT GLUTEN, SOY PROTEIN ISOLATE, WHEAT STARCH, CELLULOSE GUM, SEA SALT, YEAST EXTRACT, BARLEY MALT EXTRACT, SPICES, NATURAL FLAVOR (FROM PLANT SOURCE), EVAPORATED CANE SUGAR",,85.0,g,,Other Meats,LI,,2020-04-08,2020-11-13,United States,,,,
1110068,High Liner Foods (USA) Incorporated,,,35493013794,"FOR FISH TILAPIA, WATER, CONTAINS 2% OR LESS OF: GELATIN, SOY LECITHIN, VEGETABLE OIL (CANOLA, COTTONSEED, AND/OR SOYBEAN), NATURAL FLAVORS, PALM OIL, DEHYDRATED GREEN ONION, DEHYDRATED ROASTED GARLIC, VINEGAR, SALT, SUGAR, MALTODEXTRIN, SPICES. FOR SAUCE DICED TOMATOES, WATER, RED BELL PEPPERS, ONIONS, TOMATO PASTE, HEAVY CREAM (CREAM, MILK, CARRAGEENAN, MONO AND DIGLYCERIDES, CELLULOSE GUM, POLYSORBATE 60), CANOLA OIL, OLIVE OIL, ROASTED GARLIC PUREE (GARLIC, CITRIC ACID), RED BELL PEPPER PUREE, CONTAINS 2% OR LESS OF: MODIFIED CORN STARCH, XANTHAN GUM, VINEGAR, SPICES, CHABLI WINE POWDER (MALTODEXTRIN, CHABLIS WINE SOLIDS, CORN SYRUP, CITRIC ACID, SORBIC ACID, SULFITES), NATURAL FLAVORS, SALT, GUM ARABIC, NONFAT MILK, GARLIC, BASIL.",,112.0,g,,Frozen Fish & Seafood,LI,,2020-09-22,2020-11-13,United States,,,,
1110417,"Ocean Spray Cranberries, Inc.",,,31200201072,"FILTERED WATER, GRAPE JUICE (WATER, GRAPE JUICE CONCENTRATE), SUGAR, CRANBERRY JUICE (WATER, CRANBERRY JUICE CONCENTRATE), FUMARIC ACID, NATURAL FLAVOR, VEGETABLE CONCENTRATE FOR COLOR, SODIUM CITRATE, ASCORBIC ACID (VITAMIN C), CITRIC ACID.",,240.0,ml,,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",LI,,2020-04-08,2020-11-13,United States,,,,
1110591,"C & M Food Distributing, Inc.",,,735995092012,"WATER, CAYENNE PEPPER PUREE (CAYENNE PEPPER, SALT, VINEGAR), DISTILLED VINEGAR, VEGETABLE OIL (SOYBEAN AND/OR CANOLA), SALT, SUGAR, DRIED GARLIC, XANTHAN GUM, CITRIC ACID, NATURAL FLAVOR",,15.0,ml,,"Ketchup, Mustard, BBQ & Cheese Sauce",LI,,2020-04-08,2020-11-13,United States,,,,
1110677,Maple Grove Farms Of Vermont Inc.,,,74683008059,"WATER, SUGAR, CIDER VINEGAR, BALSAMIC VINEGAR, FRUIT JUICE BLEND (APPLE JUICE CONCENTRATE, PEAR JUICE CONCENTRATE, CLARIFIED LEMON JUICE, ELDERBERRY JUICE CONCENTRATE, STRAWBERRY JUICE CONCENTRATE, GRAPE SKIN EXTRACT, CITRIC ACID, NATURAL FLAVORS), SALT, NATURAL FLAVOR, DRIED RED BELL PEPPERS, DRIED ONION AND GARLIC, CITRIC ACID, XANTHAN GUM.",,30.0,ml,,Salad Dressing & Mayonnaise,LI,,2020-04-08,2020-11-13,United States,,,,
1110797,Rite Aid Corporation,,,11822667371,"PEANUTS, CONTAINS 2% OR LESS OF THE FOLLOWING: SEA SALT, SUGAR, CORNSTARCH, MALTODEXTRIN, CORN SYRUP SOLIDS, SMOKED TORULA YEAST, PAPRIKA (COLOR), SPICE, GARLIC POWDER AND ONION POWDER.",,28.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2020-09-25,2020-11-13,United States,,,,
1110931,The Bearington Collection,,,819898019908,"WHEAT FLOUR, CORN SYRUP, INVERT SUGAR, SUGAR, HYDROGENATED VEGETABLE OIL (COCONUT AND/OR PALM KERNEL AND/OR PALM), COCOA POWDER (PROCESSED WITH ALKALI), GLYCERINE, LEAVENING (AMMONIUM BICARBONATE, BAKING SODA, BAKING POWDER [BAKING SODA, CORNSTARCH, SODIUM ALUMINUM SULFATE, CALCIUM SULFATE, MONOCALCIUM PHOSPHATE]), SOY LECITHIN, GELATIN, COCOA POWDER, SALT, HYDROLYZED SOY PROTEIN, NATURAL FLAVOR, SODIUM HEXAMETAPHOSPHATE.",,32.0,g,,Cookies & Biscuits,LI,,2020-04-08,2020-11-13,United States,,,,
1110998,Lofthouse Foods,,,708971925741,"SUGAR, ENRICHED BLEACHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE CONCENTRATE, RIBOFLAVIN, FOLIC ACID), MARGARINE (PALM OIL, WATER, SOYBEAN OIL, SALT, CONTAINS 2% OR LESS OF MONO- & DIGLYCERIDES, CALCIUM DISODIUM EDTA [PRESERVATIVE], ARTIFICIAL FLAVOR, ANNATTO [COLOR], VITAMIN A PALMITATE), EGGS, CONTAINS 2% OR LESS OF: WATER, RICE FLOUR, CORN STARCH, SKIM MILK, COLORS (YELLOW 5 LAKE, TITANIUM DIOXIDE (COLOR), BLUE 1 LAKE, BLUE 1, BLUE 2, BLUE 2 LAKE, RED 3, RED 40, RED 40 LAKE, YELLOW 5, YELLOW 6 LAKE), LEAVENING (BAKING SODA, SODIUM ALUMINUM SULFATE, MONOCALCIUM PHOSPHATE, ARTIFICIAL FLAVORS, VEGETABLE OIL (PALM KERNEL OIL AND/OR PALM OIL AND/OR PARTIALLY HYDROGENATED VEGETABLE OIL [COTTONSEED AND/OR SOYBEAN OIL], FOOD STARCH-MODIFIED, POLYSORBATE 60, CONFECTIONER'S GLAZE (LAC RESIN), GUM ARABIC, CELLULOSE GUM, CARRAGEENAN, SOY LECITHIN EMULSIFIER), CARNAUBA WAX, SODIUM PROPIONATE (PRESERVATIVE), GUM TRAGACANTH.",,38.0,g,,Cookies & Biscuits,LI,,2020-04-15,2020-11-13,United States,,,,
1111014,Ghirardelli Chocolate Company,,,747599624667,"SEMI-SWEET CHOCOLATE (SUGAR, UNSWEETENED CHOCOLATE, COCOA BUTTER, MILK FAT, SOY LECITHIN- AN EMULSIFIER, VANILLA), COCOA NIBS.",,38.0,g,,Chocolate,LI,,2020-04-08,2020-11-13,United States,,,,
1111535,"Whole Foods Market, Inc.",,,99482442880,"ORGANIC CRUST: ORGANIC WHEAT FLOUR, FILTERED WATER, ORGANIC WHEAT GERM, ORGANIC WHEAT BRAN, ORGANIC EXTRA VIRGIN OLIVE OIL, ORGANIC EVAPORATED CANE SUGAR, ORGANIC YEAST, ORGANIC OAT FIBER, SALT. ORGANIC CHEESES: ORGANIC LOW MOISTURE PART-SKIM MILK MOZZARELLA CHEESE (PASTEURIZED ORGANIC LOW MOISTURE PART-SKIM MILK, SALT, CHEESE CULTURES, MICROBIAL ENZYMES), ORGANIC FETA CHEESE (PASTEURIZED ORGANIC MILK, CHEESE CULTURE, SALT, MICROBIAL ENZYMES, ORGANIC POTATO STARCH [TO PREVENT CAKING]). ORGANIC SAUCE: FILTERED WATER, ORGANIC TOMATO PASTE, ORGANIC EXTRA VIRGIN OLIVE OIL, ORGANIC MOLASSES, ORGANIC BASIL, ORGANIC GARLIC POWDER, ORGANIC GRANULATED GARLIC, SEA SALT, ORGANIC BLACK PEPPER, ORGANIC CAYENNE PEPPER, ORGANIC ONION POWDER. ORGANIC TOPPING: ORGANIC SPINACH.",,170.0,g,,Pizza,LI,,2020-04-08,2020-11-13,United States,,,,
1112983,Kemps LLC ,,,41483001887,"FILTERED WATER, 100% ORANGE JUICE CONCENTRATE FROM USA, BRAZIL AND/OR MEXICO.",,236.0,ml,,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",LI,,2020-04-08,2020-11-13,United States,,,,
1114695,Two Farms Inc.,,,49387200191,GRADE A REDUCED FAT MILK WITH VITAMIN A PALMITATE AND VITAMIN D3 ADDED.,,240.0,ml,,Milk,LI,,2020-04-15,2020-11-13,United States,,,,
1114774,SLAMMERS,,,628619666624,"ORGANIC APPLE, ORGANIC MANGO, ORGANIC BANANA, ORGANIC CARROT, ORGANIC ORANGE JUICE CONCENTRATE, ORGANIC GREEK YOGURT (ORGANIC SKIM MILK, CULTURES), WATER, ORGANIC SKIM MILK POWDER, ORGANIC VANILLA, ORGANIC LEMON JUICE CONCENTRATE, ASCORBIC ACID (VITAMIN C).",,90.0,g,,Wholesome Snacks,LI,,2020-04-08,2020-11-13,United States,,,,
1114802,Dry Soda Co. ,,,851818001297,"PURIFIED CARBONATED WATER, PURE CANE SUGAR, NATURAL FLAVOR, PHOSPHORIC ACID.",,355.0,ml,,Soda,LI,,2020-04-26,2020-11-13,United States,,,,
1114895,"Whole Foods Market, Inc.",,,99482448059,"FILTERED WATER, ORGANIC DISTILLED WHITE VINEGAR, ORGANIC MOLASSES, ORGANIC CANE SUGAR, SEA SALT, ORGANIC CARAMEL COLOR, ORGANIC GARLIC POWDER, ORGANIC BLACK PEPPER, ORGANIC ALLSPICE, ORGANIC NUTMEG, ORGANIC CLOVES, ORGANIC GINGER, ORGANIC CAYENNE POWDER, XANTHAN GUM.",,5.0,ml,,"Ketchup, Mustard, BBQ & Cheese Sauce",LI,,2020-04-08,2020-11-13,United States,,,,
1114908,Old Orchard Brands LLC.,,,75355112494,"ORANGE JUICE CONCENTRATE, FILTERED WATER.",,60.0,ml,,Frozen Fruit & Fruit Juice Concentrates,LI,,2020-04-08,2020-11-13,United States,,,,
1115074,"Talking Rain Beverage Co., Inc",,,16571911256,"CARBONATED WATER CITRIC ACID, NATURAL FLAVORS, CLARIFIED LEMON JUICE CONCENTRATE, POTASSIUM BENZOATE (TO ENSURE FRESHNESS), SUCRALOSE, GREEN TEA EXTRACT, CALCIUM DISODIUM EDTA (TO PROTECT FLAVOR), BIOTIN, NIACINAMIDE (VITAMIN B3), VITAMIN A, CALCIUM PANTOTHENATE (VITAMIN B5), VITAMIN B12, VITAMIN D3, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6).",,240.0,ml,,Water,LI,,2020-04-08,2020-11-13,United States,,,,
1116357,"Hy-Vee, Inc.",,,75450106978,"WATER, SORBITOL, MALTODEXTRIN, POLYDEXTROSE, CITRIC ACID, CONTAINS 1% OR LESS OF: ARTIFICIAL FLAVORS, NATURAL FLAVORS, GUAR GUM, CELLULOSE GUM, XANTHAN GUM, SUCRALOSE, ACESULFAME POTASSIUM, RED 40, YELLOW 6, YELLOW 5, CARAMEL COLOR, LACTIC ACID.",,52.0,g,,Ice Cream & Frozen Yogurt,LI,,2020-04-20,2020-11-13,United States,,,,
1117181,MILLENNIUM PRODUCTS,,,722430400167,"95% G.T.'S ORGANIC RAW KOMBUCHA*, STRAWBERRY PUREE*, AND 100% PURE LOVE!!!",,240.0,ml,,Other Drinks,LI,,2020-04-15,2020-11-13,United States,,,,
1117380,The Kellogg Company ,,,38000129346,"ROASTED PEANUTS, DRIED CRANBERRIES (SUGAR, CRANBERRIES, GLYCERIN, CITRIC ACID), RAISINS, CORN SYRUP, SUGAR, ROASTED ALMONDS, OATS, RICE FLOUR, DATES, FRUCTOSE, CONTAINS 2% OR LESS OF COCONUT, SALT, VEGETABLE OIL (PALM, CANOLA, SAFFLOWER AND/OR SUNFLOWER OIL), GLYCERIN, DEXTROSE, SOY LECITHIN, BHT (PRESERVATIVE), SOY PROTEIN ISOLATE, NONFAT MILK.",,33.0,g,,"Snack, Energy & Granola Bars",LI,,2020-04-08,2020-11-13,United States,,,,
1118318,"Garden of Life, Inc.",,,658010116954,"RAW ORGANIC PROTEIN BLEND ORGANIC PEA PROTEIN, ORGANIC SPROUTED BROWN RICE PROTEIN, ORGANIC AMARANTH (SPROUT), ORGANIC BUCKWHEAT (SPROUT), ORGANIC MILLET (PEARL & SPROUT), ORGANIC QUINOA (SPROUT), ORGANIC CHIA SEED (SPROUT), ORGANIC ADZUKI BEAN (SPROUT), ORGANIC FLAX SEED (SPROUT), ORGANIC GARBANZO BEAN (SPROUT), ORGANIC LENTIL (SPROUT), ORGANIC PUMPKIN SEED (SPROUT), ORGANIC SESAME SEED (SPROUT), ORGANIC SUNFLOWER SEED (SPROUT) RAW ORGANIC FIBER BLEND ORGANIC TAPIOCA FIBER, ORGANIC CHIA SEED, ORGANIC FLAX MEAL ORGANIC FLAVOR BLEND RAW ORGANIC CACAO, ORGANIC CHOCOLATE FLAVORS, ORGANIC ERYTHRITOL, SEA SALT, ORGANIC STEVIA EXTRACT (LEAF), ORGANIC VANILLA FLAVOR RAW ORGANIC FRUIT & VEGETABLE BLEND ORGANIC SPINACH (LEAF), ORGANIC BAOBAB (FRUIT), ORGANIC APPLE (FRUIT), ORGANIC BEET (ROOT), ORGANIC BROCCOLI (STALK & FLOWER), ORGANIC CARROT (ROOT), ORGANIC TOMATO (FRUIT), ORGANIC GREEN BELL PEPPER (FRUIT), ORGANIC BRUSSELS SPROUT (LEAF), ORGANIC GINGER (ROOT), ORGANIC GARLIC (BULB), ORGANIC ONION (BULB), ORGANIC STRAWBERRY (FRUIT), ORGANIC CHERRY (FRUIT), ORGANIC PARSLEY (LEAF), ORGANIC CAULIFLOWER (FLOWER & STEM), ORGANIC BLACKBERRY (FRUIT), ORGANIC CABBAGE (LEAF), ORGANIC BLUEBERRY (FRUIT), ORGANIC RASPBERRY (FRUIT), ORGANIC KALE (LEAF), ORGANIC CUCUMBER (GOURD), ORGANIC CELERY (STALK), ORGANIC ASPARAGUS (FLOWER & STEM) RAW ORGANIC GREENS BLEND ORGANIC ALFALFA GRASS JUICE, ORGANIC SPIRULINA, ORGANIC BARLEY GRASS JUICE, ORGANIC OAT GRASS JUICE, ORGANIC WHEAT GRASS JUICE RAW PROBIOTIC & ENZYME BLEND LIPASE, PROTEASE, ASPERGILLOPEPSIN, BETA-GLUCANASE, CELLULASE, BROMELAIN, PHYTASE, LACTASE, PAPAIN, PEPTIDASE, PECTINASE, XYLANASE, HEMICELLULASE, [LACTOBACILLUS PLANTARUM, LACTOBACILLUS BULGARICUS] 1.5 BILLION CFU",,36.0,g,,Weight Control,LI,,2020-09-18,2020-11-13,United States,,,,
1118934,"Kikkoman Sales USA, Inc.",,,41390050046,"WHEAT FLOUR, CANE SUGAR, YEAST, SALT.",,30.0,g,,Bread & Muffin Mixes,LI,,2020-04-08,2020-11-13,United States,,,,
1119367,"Unified Grocers, Inc.",,,41380550631,"PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, GUAR GUM, CITRIC ACID, CAROB BEAN GUM, XANTHAN GUM, NATAMYCIN (A NATURAL MOLD INHIBITOR).",,31.0,g,,Cheese,LI,,2020-04-08,2020-11-13,United States,,,,
1120048,"Safeway, Inc.",,,21130411085,"TURKEY, WATER, SEA SALT, VINEGAR, MAPLE FLAVORING (WATER, ETHYL ALCOHOL, SUGAR, NATURAL FLAVOR), SUGAR, CELERY POWDER.",,28.0,g,,"Bacon, Sausages & Ribs",LI,,2020-04-08,2020-11-13,United States,,,,
