fdc_id,brand_owner,brand_name,subbrand_name,gtin_upc,ingredients,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,package_weight,modified_date,available_date,market_country,discontinued_date,preparation_state_code,trade_channel,short_description
508184,EAT SMART,,,709351891458,"VEGETABLES: BROCCOLI, BRUSSELS SPROUTS, GREEN CABBAGE, KALE, CHICORY. POPPYSEED DRESSING: SOYBEAN OIL, SUGAR, WATER, CIDER VINEGAR, SALT, ORANGE JUICE CONCENTRATE, POPPY SEEDS, EGG YOLK, XANTHAN GUM, LEMON JUICE CONCENTRATE, ONION*, LEMON PEEL*. DRIED CRANBERRIES: CRANBERRIES, SUGAR, SUNFLOWER OIL. ROASTED PUMPKIN SEEDS: PUMPKIN SEEDS, CANOLA OIL, SALT.",,85.0,g,1 cup,Pre-Packaged Fruit & Vegetables,LI,,2017-10-11,2019-04-01,United States,,,,
508703,NOT A BRANDED ITEM,,,896911002024,"ENRICHED WHEAT FLOUR(MALTED BARLEY FLOUR, NIACIN, IRON, THIAMINE MONOITRATE, RIBOFLABIN, FLOIC ACID.),WATER, GRANULATED SUGAR, EGGS, FROZEN,VEGETABLE SHORTENING(PARTIALLY HYDROGENATED SOYBEAN AND COTTONSEED OILS.), MILK, 3.7%, EXTENDED SOFT, DRY YEAST(SORBITIAN MONOSTEARATE, ASORBIC ACID), CORN STARCH, SALT, CALCIUM PRO.",,57.0,g,2 ONZ,"Croissants, Sweet Rolls, Muffins & Other Pastries",LI,,2018-06-14,2019-04-01,United States,,,,
509085,KITKAT,,,03465002,"SUGAR; WHEAT FLOUR; NONFAT MILK; COCOA BUTTER; CHOCOLATE; PALM KERNEL OIL; LACTOSE (MILK); MILK FAT; CONTAINS 2% OR LESS OF SOY LECITHIN; PGPR, EMULSIFIER; YEAST; VANILLIN, ARTIFICIAL FLAVOR; SALT; SODIUM BICARBONATE.",,42.0,g,1 FOUR-PIECE BAR,Chocolate,LI,,2017-07-14,2019-04-01,United States,,,,
509378,Keebler Company,,,030100103417,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, VITAMIN B1 [THIAMIN MONONITRATE], VITAMIN B2 [RIBOFLAVIN], FOLIC ACID), SUGAR, VEGETABLE OIL (SOYBEAN, PALM AND PALM KERNEL OIL), M&M'S MINIS MILK CHOCOLATE CANDIES (MILK CHOCOLATE [SUGAR, CHOCOLATE, SKIM MILK, COCOA BUTTER, LACTOSE, MILKFAT, SOY LECITHIN, SALT, ARTIFICIAL FLAVORS], SUGAR, COLOR ADDED, DEXTRIN, CORN SYRUP, CORNSTARCH, BLUE 1 LAKE, RED 40, YELLOW 6, YELLOW 5, BLUE 1, YELLOW 5 LAKE, RED 40 LAKE, YELLOW 6 LAKE, BLUE 2 LAKE, BLUE 2), SEMISWEET CHOCOLATE (CHOCOLATE, SUGAR, DEXTROSE, SOY LECITHIN, ARTIFICIAL FLAVOR). CONTAINS 2% OR LESS OF SALT, BAKING SODA, MOLASSES, NATURAL AND ARTIFICIAL FLAVORS, EGGS, WHEY.",,45.0,g,1 POUCH,Cookies & Biscuits,LI,,2017-11-06,2019-04-01,United States,,,,
509999,"Wells Enterprises, Inc.",,,070640007608,"SKIM MILK, MILK, SUGAR, DICED PEACHES, CREAM, LNULIN, CONTAINS LESS THAN 1% OF EGG YOLKS, PEACH JUICE CONCENTRATE, NATURAL FLAVORS, CAROB BEAN GUM, PECTIN, CARRAGEENAN, APRICOT JUICE CONCENTRATE, ANNATTO EXTRACT FOR COLOR, CULTURES.",,79.0,g,2 Tbsp,Ice Cream & Frozen Yogurt,LI,,2017-07-14,2019-04-01,United States,,,,
510211,Hormel Foods Corporation,,,037600283557,"FLAME-SEARED PORK (MARINATED UP TO 10% WITH WATER, SALT, ORANGE JUICE CONCENTRATE, SODIUM PHOSPHATES, RUBBED WITH FLAVORING, CARAMEL COLOR, PAPRIKA [FOR COLOR]), WATER.",,84.0,g,3 ONZ,Pizza Mixes & Other Dry Dinners,LI,,2017-07-14,2019-04-01,United States,,,,
510423,"Supervalu, Inc.",,,041130261077,WHITE DISTILLED VINEGAR (DILUTED WITH WATER TO THE UNIFORM PICKLING AND TABLE STRENGTH OF 5% ACIDITY).,,15.0,ml,1 Tbsp,Other Cooking Sauces,LI,,2018-08-10,2019-04-01,United States,,,,
510669,ST. MARY'S RIVER SMOKEHOUSE,,,626425100912,"FARM RAISED ATLANTIC SALMON WITH COLOR ADDED (THROUGH FEED), SUGAR, SALT, DEHYDRATED VEGETABLES (TOMATO, ONION) DEXTROSE, SPICES, FLAVOR, OAK SMOKE.",,55.0,g,2 ONZ,Other Snacks,LI,,2017-11-05,2019-04-01,United States,,,,
510724,"Aqualink Nevada, LLC",,,736211484611,"ABSOLUTELY NOTHING BUT WHOLE TOMATOES, PURE OLIVE OIL, FRESH ONION, FRESH GARLIC, SEA SALT, FRESH BASIL & SPICES",,113.0,g,0.5 cup,Prepared Pasta & Pizza Sauces,LI,,2017-07-14,2019-04-01,United States,,,,
511180,The Kroger Co.,,,080419030218,"CAKE SUGAR, ENRICHED BLEACHED FLOUR (BLEACHED WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SOYBEAN OIL, EGGS, EGG WHITES, MODIFIED CORN STARCH, COCOA PROCESSED WITH ALKALI. CONTAINS 2% OR LESS OF NONFAT MILK, SALT, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, MONOCALCIUM PHOSPHATE), VITAL WHEAT GLUTEN, SORBITAN MONOSTEARATE, MONO- AND DIGLYCERIDES, POLYSORBATE 60, SODIUM STEAROYL LACTYLATE, ARTIFICIAL AND NATURAL FLAVORS, DEXTROSE MALTODEXTRIN, GUM ACACIA, PARTIALLY HYDROGENATED SOYBEAN OIL, RED 40 LAKE, BLUE 1 LAKE, YELLOW 5 LAKE, SOY LECITHIN. ICING AND GARNISH- SUGAR, VEGETABLE SHORTENING [INTERESTERIFIED SOYBEAN OIL, PALM OIL, CANOLA OIL, SOYBEAN OIL, HYDROGENATED COTTONSEED OIL, MONO- AND DIGLYCERIDES, POLYSORBATE 60, TBHQ (PRESERVATIVES)], CORN SYRUP, WATER, COCOA PROCESSED WITH ALKALI. CONTAINS LESS THAN 2% OF RICE FLOUR, SALT, CITRIC ACID, CORNSTARCH, NATURAL AND ARTIFICIAL FLAVOR, DEXTROSE, CARAMEL COLOR, POLYSORBATE 80, MALTODEXTRIN, HIGH FRUCTOSE CORN SYRUP, GLYCERIN, GUM ARABIC, LOCUST BEAN GUM, CARRAGEENAN, GUAR GUM, XANTHAN GUM, PHOSPHORIC ACID, TITANIUM DIOXIDE (FOR COLOR), SODIUM BENZOATE, POTASSIUM SORBATE (PRESERVATIVES). DECORATED CAKES MAY ALSO CONTAIN- BLUE 1, BLUE 1 LAKE, YELLOW 5, YELLOW 5 LAKE, YELLOW 6, YELLOW 6 LAKE, RED 40, RED 40 LAKE, RED 3, BLUE 2 LAKE.",,68.0,g,0.05 CAKE,"Cakes, Cupcakes, Snack Cakes",LI,,2018-10-05,2019-04-01,United States,,,,
511479,Good Health Natural Products Inc.,,,755355001157,"POPCORN, EXPELLER PRESSED SUNFLOWER OIL, OLIVE OIL, SEA SALT.",,30.0,g,5 cup,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2017-07-14,2019-04-01,United States,,,,
511911,Shamrock Foods Company,,,028300441774,"CULTURED CREAM AND MILK, MODIFIED CORNSTARCH, SODIUM PHOSPHATE, GUAR GUM, CARRAGEENAN, LOCUST BEAN GUM, VITAMIN A PALMITATE.",,30.0,g,2 Tbsp,Cream,LI,,2017-07-14,2019-04-01,United States,,,,
512121,"Wise Foods, Inc.",,,041262271784,"WISE CHEEZ DOODLES CRUNCHY: CORN MEAL, VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: CORN, COTTONSEED, SUNFLOWER, OR CANOLA OIL), WHEY, SALT, CALCIUM CARBONATE, CHEDDAR CHEESE (CULTURED MILK, SALT, ENZYMES), BUTTERMILK, BUTTER, BUTTER OIL, SODIUM PHOSPHATE, YELLOW 5, YELLOW 5 LAKE, YELLOW 6 LAKE, YELLOW 6, AUTOLYZED YEAST EXTRACT, THIAMIN HYDROCHLORIDE, FRUCTOSE, DISODIUM GUANYLATE AND DISODIUM INOSINATE (FLAVOR ENHANCERS), NATURAL FLAVOR. WISE CHEEZ DOODLES PUFFED BALLS: CORN MEAL, VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: CORN, COTTONSEED, SUNFLOWER OR CANOLA OIL), WHEY, SALT, CORNSTARCH, CORN FLOUR, CALCIUM CARBONATE, BUTTERMILK, CHEDDAR CHEESE (CULTURED MILK, SALT, ENZYMES), MONOSODIUM GLUTAMATE, ARTIFICIAL COLOR, CALCIUM AND SODIUM CASEINATES (MILK DERIVED), BUTTER OIL, YELLOW 6 LAKE, LACTIC ACID, YELLOW 5 LAKE, NATURAL FLAVORS.",,28.0,g,1 ONZ,Other Snacks,LI,,2018-01-18,2019-04-01,United States,,,,
512330,"Transnational Foods, Inc.",,,876941008739,"PORK, WATER, SALT, SUGAR, SODIUM PHOSPHATE, NATURAL FLAVOR (CORIANDER, MACE, PEPPER), PRESERVATIVES (SODIUM ASCORBATE, SODIUM NITRITE).",,56.0,g,2 ONZ,Canned Meat,LI,,2017-07-14,2019-04-01,United States,,,,
512365,United States Bakery,,,072220220612,"ENRICHED UNBLEACHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, PALM OIL, CORN SYRUP, HIGH FRUCTOSE CORN SYRUP, POWDERED SUGAR, MODIFIED CORN STARCH, SUGAR, CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: NATURAL LEMON FLAVOR (CITRIC ACID, CORN SYRUP SOLIDS, MALTODEXTRIN, LEMON JUICE SOLIDS, NATURAL FLAVORS, MODIFIED CORN STARCH AND BHT), LEMON PULP CELLS, LEMON JUICE CONCENTRATE, LEMON OIL, SODIUM CITRATE, DEFATTED SOY FLOUR, SALT, WHEY (MILK PRODUCT), CALCIUM CARBONATE, CALCIUM SULFATE, DEXTROSE, AGAR, GUAR GUM, SODIUM HEXAMETAPHOSPHATE, MONO- AND DIGLYCERIDES, SODIUM PROPIONATE (MOLD INHIBITOR), SORBIC ACID, PROPYLENE GLYCOL, CARAMEL COLOR, NATURAL AND ARTIFICIAL FLAVORS, YELLOW #5 AND YELLOW #6.",,128.0,g,1 PIE,"Cakes, Cupcakes, Snack Cakes",LI,,2017-07-14,2019-04-01,United States,,,,
512417,Target Stores,,,085239604380,"STONEGROUND CORN MASA FLOUR (WITH TRACE OF LIME), WATER, GROUND BEEF, AMERICAN AND CHEDDAR CHEESE PRODUCT [CULTURED MILK, SKIM MILK, WATER, SODIUM PYROPHOSPHATE, SALT, LACTIC ACID, SORBIC ACID (PRESERVATIVE), ARTIFICIAL COLOR, ENZYMES], PASTEURIZED PROCESS CHEDDAR CHEESE [CULTURED MILK, WATER, SALT, SODIUM PHOSPHATE, CREAM, SODIUM HEXAMETAPHOSPHATE, SORBIC ACID (PRESERVATIVE), ARTIFICIAL COLOR, LACTIC ACID, ENZYMES], CONTAINS LESS THAN 2% OF: JALAPENO PEPPERS (JALAPENOS, VINEGAR, SALT), GREEN CHILE PEPPERS (GREEN CHILES, CITRIC ACID), ONIONS, GARLIC IN OIL (GARLIC, WATER, SOYBEAN OIL, PHOSPHORIC ACID), LEMON JUICE (WATER, LEMON JUICE CONCENTRATE AND LEMON OIL), SEASONING (SPICES, DEHYDRATED GARLIC AND ONION, SUGAR, MUSTARD), TEXTURED VEGETABLE PROTEIN (SOY FLOUR, CARAMEL COLOR), DRIED EGG WHITES, WHEAT FLOUR, MODIFIED FOOD STARCH, METHYLCELLULOSE, SALT, CARAMEL COLOR, PREFRIED IN VEGETABLE OIL.",,85.0,g,4 PIECES,Frozen Appetizers & Hors D'oeuvres,LI,,2017-07-14,2019-04-01,United States,,,,
513047,"Giant Eagle, Inc.",,,03003406669,"TOMATOES, ONIONS, BELL PEPPERS, CILANTRO, MILD YELLOW PEPPERS, JALAPENO PEPPERS, GARLIC, CIDER VINEGAR, LIME JUICE, SUGAR, SALT, SPICES, XANTHAN GUM, POTASSIUM SORBATE (PRESERVATIVE).",,28.0,g,2 Tbsp,Dips & Salsa,LI,,2018-02-16,2019-04-01,United States,,,,
513086,"Giant Eagle, Inc.",,,03003491059,"MILK, CANE SUGAR, CREAM, COCONUT OIL, COCOA, DEXTROSE, VEGETABLE FIBER, EGG YOLK, NATURAL FLAVORS, GUAR GUM, TARA GUM, XANTHAN GUM, SOY LECITHIN.",,80.0,g,0.5 cup,Ice Cream & Frozen Yogurt,LI,,2017-07-14,2019-04-01,United States,,,,
513299,"Topco Associates, Inc.",,,036800423404,"TOMATOES, TOMATO JUICE, LESS THAN 2% OF: CALCIUM CHLORIDE, CITRIC ACID.",,121.0,g,0.5 cup,Tomatoes,LI,,2018-05-21,2019-04-01,United States,,,,
513473,HARBEY'S,,,032461031842,"POPCORN, CANE SUGAR, COCONUT OIL, CARAMEL (CANE SUGAR, BROWN SUGAR, HEAVY CREAM, BUTTER, CORN SYRUP POWDER, CORN MALTODEXTRIN, VANILLA EXTRACT, SEA SALT, VANILLA BEAN), SUNFLOWER LECITHIN, SALT.",,30.0,g,2.333 cup,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2017-07-14,2019-04-01,United States,,,,
513607,Artforum Internat'L. Magazine,,,031285102028,"FRESH ROASTED EGGPLANT, SESAME TAHINI, CHICKPEAS, APPLE CIDER VINEGAR, GARLIC, SEA SALT, CITRIC ACID, NATURAL SMOKE FLAVOR, AND OUR OWN SPECIAL BLEND OF SPICES.",,26.0,g,2 Tbsp,Dips & Salsa,LI,,2018-06-08,2019-04-01,United States,,,,
514331,Pan-O-Gold Baking Co.,,,076057015335,"ENRICHED UNBLEACHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, HIGH FRUCTOSE CORN SYRUP, YEAST, CONTAINS 2% OR LESS OF THE FOLLOWING: SOYBEAN OIL, SALT, DOUGH CONDITIONERS (MONOGLYCERIDES, SODIUM STEAROYL LACTYLATE, ASCORBIC ACID, CALCIUM SULFATE, ENZYMES), MONOCALCIUM PHOSPHATE, CALCIUM PROPIONATE (PRESERVE).",,28.0,g,1 SLICE,Breads & Buns,LI,,2017-07-14,2019-04-01,United States,,,,
514811,Woeber Mustard Mfg. Company,,,074680889071,"DISTILLED VINEGAR, #1 MUSTARD SEED, SALT, SPICES, AND TURMERIC.",,5.0,g,1 tsp,"Ketchup, Mustard, BBQ & Cheese Sauce",LI,,2017-07-14,2019-04-01,United States,,,,
514952,"Whole Foods Market, Inc.",,,099482417864,"FAT FREE MILK, VITAMIN A PALMITATE, VITAMIN D2.",,236.0,ml,1 cup,Milk,LI,,2017-07-14,2019-04-01,United States,,,,
514958,Bazzini LLC,,,075062502564,ROASTED ALMONDS.,,28.0,g,0.25 cup,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2017-08-10,2019-04-01,United States,,,,
515162,"Bruno's Supermarkets, Inc.",,,607880101102,"REDUCED FAT MILK, VITAMIN A PALMITATE, VITAMIN D3.",,240.0,ml,1 cup,Milk,LI,,2018-02-03,2019-04-01,United States,,,,
515249,SAINT RANDEAUX,,,636625003548,"PASTEURIZED MILK, PASTEURIZED CREAM, CULTURES, SALT, ENZYMES.",,28.0,g,1 ONZ,Cheese,LI,,2017-07-14,2019-04-01,United States,,,,
515644,FLAMIGNI,,,672640157606,"WHEAT FLOUR, RAISINS, CANDIED FRUIT PEELS (CITRON PEELS, ORANGE PEELS, GLUCOSE-FRUCTOSE SYRUP, SACCHAROSE, CONCENTRATED LEMON JUICE), BUTTER, EGG YOLK, SUGAR, NATURAL MOTHER YEAST, EMULSIFIER: MONO AND DIGLYCERIDES OF FATTY ACIDS OF VEGETABLE ORIGIN - SUNFLOWER LECITHIN, INVERTED SUGAR SYRUP, SALT, WHEAT MALT, NATURAL FLAVORS, VANILLA EXTRACT (FROM MADAGASCAR BEANS).",,83.3,g,83.3 GRM,"Cakes, Cupcakes, Snack Cakes",LI,,2017-07-14,2019-04-01,United States,,,,
515877,STICKY FINGERS BAKERIES,,,743819327011,"UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), BROWN SUGAR, MOLASSES POWDER, CANOLA OIL (ASCORBIC ACID AND ROSEMARY ADDED TO PRESERVE FRESHNESS), PALM OIL, SUGAR, BUTTERMILK POWDER, WHEAT GLUTEN, BAKING POWDER (SODIUM ACID PYROPHOSPHATE, BAKING SODA, CORN STARCH, MONOCALCIUM PHOSPHATE), GINGER, SALT, SPICES, BAKING SODA, CARAMEL COLOR. GLAZE MIX: POWDERED SUGAR, LEMON JUICE POWDER, CITRIC ACID.",,59.0,g,1 GLAZED SCONE,"Cake, Cookie & Cupcake Mixes",LI,,2017-07-14,2019-04-01,United States,,,,
515967,Ad-Visor,,,718122065776,"ORGANIC MILK, ORGANIC CREAM, ORGANIC EVAPORATED CANE JUICE, CARAMEL (ORGANIC SUGAR, ORGANIC CREAM, ORGANIC NON FAT MILK, ORGANIC TAPIOCA SYRUP, ORGANIC CARAMELIZED SUGAR, SEA SALT), ORGANIC EGG YOLKS, ORGANIC NON FAT MILK, ORGANIC VANILLA EXTRACT.",,85.0,g,0.5 cup,Ice Cream & Frozen Yogurt,LI,,2017-10-13,2019-04-01,United States,,,,
516006,Fairway Operating Corp.,,,758940600278,ORGANIC FLAX SEEDS.,,14.0,g,1 Tbsp,Other Grains & Seeds,LI,,2018-09-07,2019-04-01,United States,,,,
516075,CELTIC SEA SALT,,,728060108053,NATURAL SEA SALT,,1.8,g,0.25 tsp,"Seasoning Mixes, Salts, Marinades & Tenderizers",LI,,2018-10-11,2019-04-01,United States,,,,
516836,WATUSEE FOODS,,,850024006157,ORGANIC CHICKPEAS.,,20.0,g,1/8 cup,Bread & Muffin Mixes,LI,,2018-12-07,2019-04-01,United States,,,,
517202,"Revolution Foods, Inc.",,,858717004565,"GRAIN PACKET - SHORT GRAIN RICE, RED QUINOA. SAUCE PACKET - WATER, CONCENTRATED CRUSHED TOMATOES, EXTRA VIRGIN OLIVE OIL, SUGAR, PARMESAN CHEESE PRODUCT (MILK, MILK PROTEIN CONCENTRATE, SALT, CORNMEAL, CREAM, CHEESE CULTURES, SKIM MILK, CELLULOSE POWDER, WHEY PROTEIN CONCENTRATE, BUTTER, NON FAT DRY MILK, WHEY POWDER, NATURAL FLAVOR, WHEY, CALCIUM CASEINATE, BUTTERMILK, SODIUM CASEINATE, ENZYMES, CALCIUM CHLORIDE), CONTAINS LESS THAN 2% OF EACH OF THE FOLLOWING: SALT, GARLIC PUREE (GARLIC, WATER, CITRIC ACID), LEMON JUICE CONCENTRATE, SPICES, DEHYDRATED ONION. SPICE PACKET - ONION*, GARLIC*, CHILE PEPPER*, GREEN CHILE PEPPER*, TOMATO*, SEA SALT, SUGAR, CUMIN, OREGANO, JALAPENO*, SAFFLOWER OIL.",,76.0,g,0.5 cup,Pizza Mixes & Other Dry Dinners,LI,,2017-07-14,2019-04-01,United States,,,,
517475,Kronenbrot GmbH,,,4006939083219,"WHEAT FLOUR, SULTANAS 23%, PALM FAT, SUGAR, WATER, ALMONDS 4%, YEAST, DEXTROSE, CANDIED ORANGE PEEL 1,5% (ORANGE PEEL, GLUCOSE FRUCTOSE SYRUP), CANDIED LEMON PEEL 1,5% (LEMON PEEL, CITRON PEEL, GLUCOSE FRUCTOSE SYRUP), VEGETABLE OILS (RAPE SEED, PALM OIL), SORBITOL (HUMECTANTS); INVERT SUGAR SYRUP, SALT, NATURAL FLAVOR, HAZELNUTS 0,2%, MILK, MONO- AND DIGLYCERIDES OF FATTY ACIDS (EMULSIFIER); WHEAT STARCH, GUAR GUM (THICKENER), EGGS.",,125.0,g,0.166 CAKE,"Cakes, Cupcakes, Snack Cakes",LI,,2017-10-11,2019-04-01,United States,,,,
518375,"Great Life, LLC",,,684700999675,"ORGANIC KOMBUCHA (PURIFIED WATER, ORGANIC TEA, KOMBUCHA CULTURE), ORGANIC TART CHERRY JUICE & ORGANIC HONEYDEW JUICE.",,240.0,ml,8 OZA,Other Drinks,LI,,2017-07-14,2019-04-01,United States,,,,
518572,Forever Cheese,,,825325910069,"RED ONION, SUGAR, RAISINS, LEMON, ORANGE RIND.",,30.0,g,30 GRM,"Jam, Jelly & Fruit Spreads",LI,,2017-07-14,2019-04-01,United States,,,,
518753,"Marsh Supermarkets, LLC",,,021110210219,"PEANUTS, SUGAR, CONTAINS 2% OR LESS OF: FULLY HYDROGENATED VEGETABLE OILS (COTTONSEED, SOYBEAN, RAPESEED), DEXTROSE, SALT, MOLASSES, MONOGLYCERIDES.",,32.0,g,2 Tbsp,Nut & Seed Butters,LI,,2018-02-16,2019-04-01,United States,,,,
519663,Family Dollar Stores Inc.,,,032251275616,"SUGAR, CORN SYRUP, WHITE GRAPE JUICE FROM CONCENTRATE, GELATIN, CITRIC ACID, SORBITOL, NATURAL & ARTIFICIAL FLAVORS, CARNAUBA WAX, RED 40, YELLOW 5, YELLOW 6, BLUE 1, RED 3.",,42.0,g,4 PIECES,Candy,LI,,2017-07-14,2019-04-01,United States,,,,
519919,SAVORY BAY BY HANDY,,,073994970062,"OYSTERS (CRASSOTEREA VIRGINICA), ROCKEFELLER TOPPING (WHOLE MILK, SPINACH, SWISS CHEESE [PASTEURIZED GRADE A MILK, CHEESE CULTURE, SALT, ENZYMES], BUTTER [PASTEURIZED CREAM, NATURAL FLAVORS], YELLOW ONIONS, BATTER [WHEAT FLOUR, CORN STARCH, RICE FLOUR, LEAVENING {SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE}, XANTHAN GUM, CELLULOSE GUM, SODIUM CARBOXYMETHYLCELLULOSE], GARLIC PUREE [GARLIC, CANOLA OIL], SEA SALT, WORCESTERSHIRE SAUCE [DISTILLED VINEGAR, MOLASSES, WATER, CORN SYRUP, SALT, CARAMEL COLOR, SUGAR, SPICES, ANCHOVIES, NATURAL FLAVORS {SOY} AND TAMARIND EXTRACT], WHITE PEPPER, NUTMEG).",,198.0,g,3 OYSTERS,Frozen Dinners & Entrees,LI,,2017-11-04,2019-04-01,United States,,,,
519932,Carando Inc.,,,076033101847,"PORK, SEA SALT, NATURAL FLAVORINGS, CONTAINS 2% OR LESS OF: CANE SUGAR, SWISS CHARD POWDER, EXTRACTIVES OF PAPRIKA, LACTIC ACID STARTER CULTURE.",,28.0,g,4 SLICES,"Pepperoni, Salami & Cold Cuts",LI,,2018-06-14,2019-04-01,United States,,,,
520574,"Wal-Mart Stores, Inc.",,,078742084855,"ENRICHED WHEAT FLOUR (FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SUGAR, PALM OIL, SOYBEAN OIL, DEXTROSE, YEAST, MALTODEXTRIN, SALT, CORNSTARCH, LEAVENING (BAKING SODA, SODIUM ACID PYROPHOSPHATE), SOY FLOUR, MONO- AND DIGLYCERIDES, WHEY, CALCIUM CARBONATE, NONFAT MILK, EGG YOLKS, AGAR-AGAR, POTASSIUM SORBATE (PRESERVATIVE), WHEAT GLUTEN, SODIUM STEAROYL LACTYLATE, DATEM, CALCIUM SULFATE, AMMONIUM SULFATE, BETA CAROTENE (COLOR), SORBITAN MONOSTEARATE, WHEAT STARCH, NATURAL FLAVOR, SOY LECITHIN, CARAMEL COLOR.",,43.0,g,1 DONUT,"Cakes, Cupcakes, Snack Cakes",LI,,2017-07-14,2019-04-01,United States,,,,
521620,Target Stores,,,085239632772,"TOMATOES, WATER, CRUSHED TOMATO CONCENTRATE, ROASTED POBLANO PEPPERS, ROASTED JALAPENO PEPPERS, ROASTED TOMATO PUREE, ONIONS, SALT, DISTILLED VINEGAR, CILANTRO, GARLIC, NATURAL FLAVOR.",,30.0,g,2 Tbsp,Dips & Salsa,LI,,2017-07-14,2019-04-01,United States,,,,
521748,Challenge Dairy Products Inc.,,,047200152542,"PASTEURIZED CREAM (MILK), NATURAL FLAVORING",,14.0,g,1 Tbsp,Butter & Spread,LI,,2017-07-14,2019-04-01,United States,,,,
521777,Knouse Foods Inc.,,,028500300765,"PEACH SLICES, SUGAR, WATER, FOOD STARCH-MODIFIED (CORN), CULTURED SUGAR, CITRIC ACID, NATURAL FLAVOR, ASCORBIC ACID (VITAMIN C) ADDED TO MAINTAIN COLOR AND COLOR ADDED.",,85.0,g,0.333 cup,Pastry Shells & Fillings,LI,,2017-07-14,2019-04-01,United States,,,,
522177,NORPAC FISHERIES EXPORT,,,610054461018,"CLAMS (AUSTROVENUS STUTCHBURYI), CALM JUICE (OCEAN CLAM JUICE, SALT), BUTTER (PASTEURIZED SWEET CREAM [MILK]), LEMON JUICE, ONION, WHITE WINE [CONTAINS SULFITES, POTASSIUM SORBATE], GARLIC, PARSLEY, THYME, WHITE PEPPER, SEA SALT.",,140.0,g,5 ONZ,Frozen Fish & Seafood,LI,,2017-07-14,2019-04-01,United States,,,,
522233,Canyon Bakehouse LLC,,,853584002249,"WATER, TAPIOCA FLOUR, POTATO STARCH, BROWN RICE FLOUR, WHOLE GRAIN SORGHUM FLOUR, HONEY, SUNFLOWER SEEDS, ORGANIC CANE SUGAR, CULTURED BROWN RICE FLOUR, NON-GMO EXPELLER PRESSED CANOLA OIL, XANTHAN GUM, EGG WHITES, YEAST, GROUND FLAX, SEA SALT, MOLASSES, WHOLE GRAIN MILLET, EGGS, WHOLE GRAIN TEFF, WHOLE GRAIN QUINOA, WHOLE GRAIN AMARANTH, ORGANIC CANE SUGAR VINEGAR, WHOLE GRAIN BUCKWHEAT FLOUR, ENZYMES.",,42.0,g,1 SLICE,Breads & Buns,LI,,2018-01-19,2019-04-01,United States,,,,
522358,SOMETHING SPECIAL FROM WISCONSIN,,,898588002642,"BEEF, BARBECUE SAUCE [HIGH FRUCTOSE CORN SYRUP, DISTILLED VINEGAR, TOMATO PASTE, MODIFIED FOOD STARCH, SALT PINEAPPLE JUICE CONCENTRATE, NATURAL SMOKE FLAVOR, SPICES, CARAMEL COLOR, SODIUM BENZOATE (PRESERVATIVE), MOLASSES, CORN SYRUP, GARLIC, SUGAR TAMARIND, NATURAL FLAVOR], SOY SAUCE [WATER, SALT, HYDROLYZED SOY PROTEIN, CORN SYRUP, CARAMEL COLOR, POTASSIUM SORBATE (PRESERVATIVE)], WORCESTERSHIRE SAUCE [DISTILLED WHITE VINEGAR, WATER, MOLASSES, HIGH FRUCTOSE CORN SYRUP, SALT SOY SAUCE (WATER, SALT, HYDROLYZED SOY PROTEIN, CORN SYRUP, CARAMEL COLORING), NATURAL FLAVORING, CARAMEL COLORING, ANCHOVIES, POLYSORBATE 80, SOY FLOUR, GARLIC EXTRACT], ONION ALT, GARLIC SALT, CAYENNE PEPPER, HABANERO PEPPER, SPICES, ONION POWDER, GARLIC POWDER.",,26.0,g,1 ONZ,Other Snacks,LI,,2018-03-04,2019-04-01,United States,,,,
