date,open,high,low,close,volume,vwap,transactions
2023-12-29,57.95,58.11,56.64,57.1,430830.0,57.207,10641
2024-01-02,56.25,56.4899,54.6,54.98,660747.0,55.1954,14573
2024-01-03,54.51,54.51,52.76,52.9,836234.0,53.1869,14949
2024-01-04,53.35,53.35,51.89,52.0,672572.0,52.3033,12995
2024-01-05,51.47,52.99,51.32,51.46,530325.0,51.8069,11916
2024-01-08,51.67,52.97,51.67,52.97,520193.0,52.7052,10941
2024-01-09,52.32,55.17,52.32,53.88,661889.0,54.1428,14220
2024-01-10,54.83,54.975,52.9,54.36,1294667.0,54.1226,17522
2024-01-11,54.36,55.2799,53.24,54.08,635415.0,54.0502,10792
2024-01-12,54.64,55.39,53.995,55.05,667455.0,54.8831,9517
2024-01-16,54.65,55.35,54.02,54.41,578773.0,54.4346,12151
2024-01-17,53.65,54.41,52.31,54.33,529815.0,53.7355,11144
2024-01-18,54.86,55.1446,54.01,54.86,401827.0,54.6874,9120
2024-01-19,55.29,55.7427,54.005,54.52,530222.0,54.6484,8700
2024-01-22,55.41,56.085,54.39,54.9,744054.0,54.9594,13980
2024-01-23,55.43,55.8651,54.12,54.82,590657.0,54.618,9397
2024-01-24,55.37,56.8782,54.94,55.19,531550.0,55.7051,11267
2024-01-25,56.21,56.38,54.58,55.4,714315.0,55.4165,11612
2024-01-26,55.72,55.72,54.52,54.55,396040.0,54.8394,9704
2024-01-29,56.25,57.9,56.25,57.59,1808799.0,57.314,23715
2024-01-30,57.89,58.65,56.92,58.11,1099537.0,57.9533,18431
2024-01-31,58.21,58.27,54.851,55.03,785959.0,55.698,12726
2024-02-01,55.15,56.61,54.86,56.42,651488.0,55.99,13592
2024-02-02,56.02,57.14,55.64,56.79,531294.0,56.6916,11428
2024-02-05,55.97,56.55,54.5592,55.43,948024.0,55.5434,13967
2024-02-06,55.67,57.23,55.35,57.18,809917.0,56.4302,14729
2024-02-07,57.77,58.37,56.8,56.99,1018515.0,57.0951,16683
2024-02-08,53.77,58.79,53.465,58.73,2383350.0,56.7461,28341
2024-02-09,59.0,61.54,59.0,61.47,1182410.0,60.6822,19389
2024-02-12,61.52,61.8766,59.79,60.96,810410.0,60.7774,15993
2024-02-13,58.33,60.29,57.29,58.75,734702.0,59.0642,14504
2024-02-14,59.85,60.86,59.185,60.6,745079.0,60.2667,12535
2024-02-15,61.79,61.79,59.74,60.32,522267.0,60.3604,11147
2024-02-16,59.4,60.03,58.7705,59.78,751143.0,59.6079,12198
2024-02-20,58.89,59.28,57.87,58.91,485868.0,58.7183,9272
2024-02-21,55.8,57.16,53.42,54.27,1655765.0,54.4652,23071
2024-02-22,55.35,55.81,54.565,54.9,713693.0,55.1089,13952
2024-02-23,55.28,55.815,54.545,55.19,691311.0,55.1766,10985
2024-02-26,55.09,56.53,54.6,55.95,413650.0,55.9614,9029
2024-02-27,56.82,56.82,55.87,56.31,464335.0,56.2667,7831
2024-02-28,55.8,57.09,55.62,56.9,394528.0,56.6154,8298
2024-02-29,58.0,59.13,57.76,58.58,975302.0,58.5313,15579
2024-03-01,58.66,58.92,56.97,58.6,539902.0,58.2859,9417
2024-03-04,58.71,59.43,58.27,58.81,477146.0,58.8981,10069
2024-03-05,57.77,57.77,55.67,55.86,628060.0,56.078,12279
2024-03-06,56.71,56.98,54.36,54.44,676098.0,54.8686,13213
2024-03-07,54.5,55.26,53.95,54.59,802997.0,54.6921,13255
2024-03-08,55.23,55.99,53.86,53.9,727217.0,54.3826,12662
2024-03-11,53.88,55.01,53.0,54.3,638612.0,54.21,14156
2024-03-12,54.45,54.67,53.55,53.76,409109.0,53.9345,11301
2024-03-13,53.41,53.75,52.61,53.07,819582.0,53.0825,14076
